staff_id,ngo_id,first_name,last_name,role,email,phone,hire_date,salary
226,11,Askar,Esenov,Field Worker,askar.esenov443@mail.ru,+7 (742) 180-65-79,2021-10-14,298471
227,7,Kairat,Esenov,Coordinator,kairat.esenov998@gmail.com,+7 (741) 706-91-52,2016-07-10,304668
228,11,Bibigul,Mambetalin,Coordinator,bibigul.mambetalin281@yandex.kz,+7 (716) 548-77-92,2024-04-23,152866
229,18,Zhanna,Tolegenov,Field Worker,zhanna.tolegenov377@yahoo.com,+7 (772) 842-80-67,2024-03-16,217301
230,20,Elmira,Tuleshov,Manager,elmira.tuleshov133@yahoo.com,+7 (770) 533-85-38,2012-12-07,219615
231,7,Zhanar,Akhmetov,Assistant,zhanar.akhmetov869@yahoo.com,+7 (717) 200-80-13,2014-09-07,319763
232,4,Dana,Mambetalin,Coordinator,dana.mambetalin832@mail.ru,+7 (751) 655-67-19,2020-02-24,472135
233,12,Gaukhar,Esenov,Coordinator,gaukhar.esenov169@outlook.com,+7 (726) 172-77-57,2010-04-19,525429
234,20,Arman,Zhakenov,Accountant,arman.zhakenov679@outlook.com,+7 (721) 553-95-26,2013-02-16,454879
235,13,Marlen,Nurgaliyev,Assistant,marlen.nurgaliyev981@yandex.kz,+7 (742) 123-10-21,2016-03-02,270567
236,19,Kairat,Zhakenov,Coordinator,kairat.zhakenov416@gmail.com,+7 (783) 457-28-85,2017-04-16,477763
237,13,Dana,Akhmetov,Manager,dana.akhmetov590@yahoo.com,+7 (771) 545-78-52,2024-08-28,317856
238,1,Nurlan,Kadyrov,Coordinator,nurlan.kadyrov524@yandex.kz,+7 (725) 863-77-77,2023-04-12,218262
239,5,Gulnara,Ismailov,Coordinator,gulnara.ismailov2@mail.ru,+7 (767) 110-82-21,2012-06-06,360865
240,12,Gulnara,Dauletov,Field Worker,gulnara.dauletov624@mail.ru,+7 (736) 226-10-94,2012-01-04,366968
241,8,Marlen,Serikbayev,Field Worker,marlen.serikbayev875@mail.ru,+7 (762) 787-75-99,2022-04-15,535721
242,18,Sultan,Yermekbayev,Coordinator,sultan.yermekbayev529@gmail.com,+7 (717) 798-88-29,2015-03-09,173147
243,17,Baurzhan,Nurgaliyev,Manager,baurzhan.nurgaliyev413@mail.ru,+7 (762) 663-84-54,2021-12-26,249967
244,17,Zhanar,Rakhimov,Accountant,zhanar.rakhimov971@outlook.com,+7 (788) 757-42-65,2014-09-03,303361
245,18,Kairat,Bekbolat,Field Worker,kairat.bekbolat306@gmail.com,+7 (778) 795-91-58,2022-05-19,195161
246,5,Nazira,Nurgaliyev,Field Worker,nazira.nurgaliyev389@gmail.com,+7 (714) 474-91-18,2019-05-20,371628
247,6,Oksana,Kadyrov,Assistant,oksana.kadyrov549@mail.ru,+7 (757) 273-59-74,2021-02-27,420755
248,13,Tamara,Baimukhanov,Manager,tamara.baimukhanov324@yandex.kz,+7 (710) 426-71-20,2024-03-02,381521
249,8,Bakhyt,Kairatov,Coordinator,bakhyt.kairatov57@mail.ru,+7 (710) 313-52-98,2019-04-06,471597
250,4,Erlan,Nurpeisov,Field Worker,erlan.nurpeisov646@yandex.kz,+7 (792) 544-76-22,2014-01-10,566231
251,7,Aslan,Suleimenov,Coordinator,aslan.suleimenov676@outlook.com,+7 (770) 452-25-66,2015-01-10,372960
252,17,Baurzhan,Bekbolat,Field Worker,baurzhan.bekbolat728@yandex.kz,+7 (773) 584-31-91,2010-10-18,214727
253,14,Gulnara,Abdirov,Manager,gulnara.abdirov379@gmail.com,+7 (712) 408-93-59,2011-04-04,374645
254,16,Ulan,Dzhakishev,Accountant,ulan.dzhakishev480@mail.ru,+7 (763) 609-51-82,2022-10-01,486574
255,5,Elmira,Rakhimov,Field Worker,elmira.rakhimov970@mail.ru,+7 (725) 739-41-87,2021-07-06,519215
256,15,Medet,Akhmetov,Field Worker,medet.akhmetov307@yandex.kz,+7 (717) 867-80-47,2016-10-03,251877
257,7,Alibek,Esenov,Coordinator,alibek.esenov785@yahoo.com,+7 (752) 895-48-29,2021-08-27,444425
258,5,Arman,Nurpeisov,Field Worker,arman.nurpeisov210@yandex.kz,+7 (762) 688-91-60,2013-04-13,435025
259,20,Ulan,Dauletov,Field Worker,ulan.dauletov320@yahoo.com,+7 (792) 648-32-85,2018-03-04,507108
260,14,Dias,Kairatov,Assistant,dias.kairatov561@yandex.kz,+7 (741) 225-75-82,2022-10-08,489909
261,14,Erlan,Nurpeisov,Manager,erlan.nurpeisov824@gmail.com,+7 (795) 113-80-97,2017-01-26,179700
262,14,Kanat,Serikbayev,Accountant,kanat.serikbayev904@mail.ru,+7 (714) 916-83-92,2014-05-02,532606
263,7,Nurlan,Kairatov,Field Worker,nurlan.kairatov571@outlook.com,+7 (716) 492-47-54,2022-11-16,380080
264,4,Dinara,Serikbayev,Accountant,dinara.serikbayev842@outlook.com,+7 (736) 390-95-41,2013-08-05,400208
265,1,Dias,Bekbolat,Field Worker,dias.bekbolat192@mail.ru,+7 (770) 953-73-22,2015-02-26,342697
266,5,Bibigul,Zhakenov,Field Worker,bibigul.zhakenov956@gmail.com,+7 (780) 276-34-74,2024-03-05,389632
267,2,Zhanar,Esenov,Accountant,zhanar.esenov98@yandex.kz,+7 (736) 277-13-79,2024-07-20,394517
268,9,Daniyar,Serikbayev,Coordinator,daniyar.serikbayev977@yahoo.com,+7 (758) 881-54-10,2011-10-15,521813
269,18,Arman,Aliyev,Field Worker,arman.aliyev591@yahoo.com,+7 (735) 102-67-91,2016-11-21,427267
270,3,Nurlan,Serikbayev,Field Worker,nurlan.serikbayev34@yahoo.com,+7 (720) 969-84-11,2023-12-09,391292
271,7,Dana,Dzhakishev,Assistant,dana.dzhakishev542@outlook.com,+7 (783) 427-31-88,2014-05-05,352832
272,12,Daniyar,Mambetalin,Manager,daniyar.mambetalin318@gmail.com,+7 (751) 391-18-75,2011-06-22,256598
273,11,Oksana,Tuleshov,Field Worker,oksana.tuleshov80@yandex.kz,+7 (751) 346-98-63,2022-04-17,522194
274,3,Zarina,Ismailov,Assistant,zarina.ismailov208@yahoo.com,+7 (783) 264-67-56,2024-07-03,341860
275,20,Saltanat,Kairatov,Field Worker,saltanat.kairatov966@mail.ru,+7 (734) 601-21-75,2012-12-12,419582
276,10,Dinara,Dzhakishev,Accountant,dinara.dzhakishev397@mail.ru,+7 (763) 970-19-70,2013-07-14,425420
277,17,Laura,Abdirov,Field Worker,laura.abdirov492@outlook.com,+7 (781) 700-52-41,2012-05-01,481028
278,7,Dinara,Aliyev,Manager,dinara.aliyev353@outlook.com,+7 (771) 901-66-44,2012-09-09,251332
279,8,Kanat,Kadyrov,Manager,kanat.kadyrov694@outlook.com,+7 (726) 797-66-66,2020-03-16,465220
280,5,Madina,Zhakenov,Manager,madina.zhakenov815@gmail.com,+7 (757) 911-76-29,2018-11-26,377328
281,1,Ulan,Bekbolat,Coordinator,ulan.bekbolat762@mail.ru,+7 (727) 885-98-64,2022-02-11,210720
282,18,Arman,Kadyrov,Manager,arman.kadyrov270@yahoo.com,+7 (783) 538-97-74,2016-04-06,175003
283,12,Ulan,Serikbayev,Accountant,ulan.serikbayev63@outlook.com,+7 (791) 386-57-36,2011-04-11,185220
284,2,Marlen,Aliyev,Assistant,marlen.aliyev914@outlook.com,+7 (746) 787-93-48,2013-06-11,427350
285,1,Daniyar,Rakhimov,Accountant,daniyar.rakhimov485@outlook.com,+7 (760) 626-29-53,2023-01-17,594630
286,9,Gulnara,Akhmetov,Manager,gulnara.akhmetov374@gmail.com,+7 (754) 105-93-26,2016-12-22,410659
287,1,Rauan,Kairatov,Accountant,rauan.kairatov570@yahoo.com,+7 (716) 936-49-59,2012-04-20,371918
288,19,Bolat,Akhmetov,Assistant,bolat.akhmetov718@gmail.com,+7 (782) 655-13-27,2016-05-18,452560
289,1,Gulnara,Suleimenov,Assistant,gulnara.suleimenov734@yandex.kz,+7 (793) 943-10-15,2011-11-09,180540
290,2,Bolat,Dzhakishev,Manager,bolat.dzhakishev967@outlook.com,+7 (712) 227-18-68,2019-11-03,473644
291,13,Ruslan,Ospanov,Field Worker,ruslan.ospanov365@yahoo.com,+7 (794) 665-85-80,2011-09-28,356334
292,19,Marlen,Abdirov,Manager,marlen.abdirov775@gmail.com,+7 (786) 843-24-68,2015-01-10,196446
293,17,Ulan,Yermekbayev,Accountant,ulan.yermekbayev370@yandex.kz,+7 (797) 834-81-12,2012-04-11,271783
294,17,Nurlan,Dauletov,Manager,nurlan.dauletov825@gmail.com,+7 (731) 747-89-75,2023-03-22,244139
295,4,Venera,Ismailov,Manager,venera.ismailov139@mail.ru,+7 (747) 952-62-63,2019-09-08,595084
296,9,Askar,Tuleshov,Coordinator,askar.tuleshov742@yandex.kz,+7 (772) 960-70-28,2012-01-01,475661
297,9,Zarina,Kadyrov,Field Worker,zarina.kadyrov776@yandex.kz,+7 (770) 572-73-66,2011-08-21,438558
298,14,Kanat,Zhakenov,Accountant,kanat.zhakenov793@gmail.com,+7 (740) 814-33-92,2018-10-13,174395
299,20,Oksana,Abdirov,Accountant,oksana.abdirov694@outlook.com,+7 (784) 562-44-77,2014-01-07,598318
300,14,Bakhyt,Baimukhanov,Manager,bakhyt.baimukhanov47@gmail.com,+7 (755) 603-66-24,2020-08-09,352666
301,12,Nurlan,Suleimenov,Field Worker,nurlan.suleimenov316@mail.ru,+7 (780) 475-76-98,2012-08-16,388605
302,2,Oksana,Aliyev,Coordinator,oksana.aliyev727@gmail.com,+7 (796) 722-87-53,2021-11-23,373578
303,9,Aslan,Magzumov,Accountant,aslan.magzumov223@gmail.com,+7 (787) 325-65-42,2024-07-04,494659
304,8,Zarina,Suleimenov,Field Worker,zarina.suleimenov837@gmail.com,+7 (772) 456-42-68,2017-02-13,516173
305,12,Elmira,Ospanov,Accountant,elmira.ospanov170@yandex.kz,+7 (782) 310-32-14,2021-10-07,540507
306,1,Farida,Dzhakishev,Coordinator,farida.dzhakishev976@yahoo.com,+7 (783) 577-50-57,2010-11-15,252606
307,1,Elmira,Aliyev,Manager,elmira.aliyev578@outlook.com,+7 (717) 914-52-66,2021-02-22,493100
308,12,Elmira,Bekbolat,Assistant,elmira.bekbolat258@yahoo.com,+7 (757) 683-85-36,2012-09-20,575399
309,16,Sultan,Yermekbayev,Manager,sultan.yermekbayev379@mail.ru,+7 (718) 108-99-29,2011-07-16,513968
310,4,Nurlan,Ismailov,Field Worker,nurlan.ismailov498@mail.ru,+7 (721) 997-57-64,2014-03-11,324774
311,18,Gulnara,Tuleshov,Accountant,gulnara.tuleshov511@mail.ru,+7 (715) 105-30-13,2011-11-28,426840
312,16,Togzhan,Yermekbayev,Field Worker,togzhan.yermekbayev933@outlook.com,+7 (710) 392-80-47,2014-05-15,367949
313,17,Venera,Nurpeisov,Field Worker,venera.nurpeisov915@outlook.com,+7 (775) 526-86-95,2013-03-18,332709
314,8,Nurlan,Kairatov,Manager,nurlan.kairatov805@gmail.com,+7 (722) 256-58-90,2024-12-25,496047
315,16,Farida,Tolegenov,Coordinator,farida.tolegenov702@outlook.com,+7 (722) 115-36-27,2017-06-23,331047
316,15,Elmira,Bekbolat,Coordinator,elmira.bekbolat651@gmail.com,+7 (730) 456-29-87,2024-02-25,255648
317,4,Askar,Esenov,Manager,askar.esenov98@mail.ru,+7 (767) 683-74-94,2019-05-22,531654
318,6,Kuanysh,Omarov,Manager,kuanysh.omarov57@gmail.com,+7 (748) 539-27-68,2011-11-16,487956
319,7,Yerbol,Serikbayev,Field Worker,yerbol.serikbayev879@yahoo.com,+7 (794) 295-46-12,2011-02-25,210472
320,6,Zhanna,Nurpeisov,Accountant,zhanna.nurpeisov225@yahoo.com,+7 (716) 570-67-97,2013-05-04,261683
321,7,Erlan,Esenov,Manager,erlan.esenov299@yandex.kz,+7 (751) 433-93-85,2014-03-16,567294
322,13,Bakhyt,Omarov,Manager,bakhyt.omarov429@yahoo.com,+7 (778) 354-21-59,2012-01-22,453354
323,1,Arman,Zhakenov,Field Worker,arman.zhakenov995@yahoo.com,+7 (778) 616-43-77,2023-08-19,514861
324,8,Kamila,Zhakenov,Field Worker,kamila.zhakenov795@yandex.kz,+7 (775) 702-36-70,2012-06-14,301735
325,18,Dinara,Aliyev,Field Worker,dinara.aliyev312@yahoo.com,+7 (721) 256-78-43,2022-04-14,533656
326,20,Dias,Esenov,Coordinator,dias.esenov556@yandex.kz,+7 (746) 387-30-18,2015-08-20,222651
327,1,Oksana,Dzhakishev,Manager,oksana.dzhakishev297@mail.ru,+7 (716) 463-35-65,2023-07-21,468853
328,17,Nurlan,Rakhimov,Coordinator,nurlan.rakhimov446@gmail.com,+7 (777) 182-87-63,2022-12-02,348114
329,19,Timur,Nurpeisov,Accountant,timur.nurpeisov270@outlook.com,+7 (764) 843-11-97,2013-05-16,169916
330,1,Laura,Serikbayev,Coordinator,laura.serikbayev230@outlook.com,+7 (748) 878-88-22,2023-04-11,322626
331,2,Zhanna,Tolegenov,Field Worker,zhanna.tolegenov261@mail.ru,+7 (780) 430-94-16,2020-04-12,375195
332,4,Ulan,Kadyrov,Field Worker,ulan.kadyrov178@yahoo.com,+7 (716) 159-64-17,2018-01-05,541738
333,10,Timur,Kairatov,Manager,timur.kairatov591@outlook.com,+7 (755) 233-41-51,2023-07-23,542301
334,5,Tamara,Tuleshov,Accountant,tamara.tuleshov209@yahoo.com,+7 (723) 571-36-25,2022-04-20,473955
335,6,Saule,Zhumabekov,Assistant,saule.zhumabekov137@yandex.kz,+7 (745) 267-15-90,2016-03-25,590353
336,12,Tamara,Kairatov,Assistant,tamara.kairatov715@outlook.com,+7 (716) 640-91-56,2023-04-05,247238
337,7,Kamila,Nurpeisov,Coordinator,kamila.nurpeisov316@outlook.com,+7 (738) 531-39-17,2016-12-21,571007
338,18,Ulan,Nurgaliyev,Coordinator,ulan.nurgaliyev778@outlook.com,+7 (712) 795-22-47,2013-10-01,194775
339,13,Medet,Tolegenov,Field Worker,medet.tolegenov33@outlook.com,+7 (776) 932-72-55,2020-02-09,535829
340,8,Zarina,Dzhakishev,Accountant,zarina.dzhakishev185@yandex.kz,+7 (785) 741-65-16,2024-11-19,488366
341,3,Laura,Abdirov,Manager,laura.abdirov42@mail.ru,+7 (736) 227-18-51,2021-06-02,440692
342,4,Alibek,Esenov,Manager,alibek.esenov415@outlook.com,+7 (741) 344-58-34,2022-05-06,478740
343,8,Timur,Kairatov,Field Worker,timur.kairatov877@yahoo.com,+7 (765) 235-13-17,2014-10-02,295060
344,2,Farida,Akhmetov,Coordinator,farida.akhmetov50@outlook.com,+7 (766) 972-30-92,2024-06-20,210654
345,8,Timur,Akhmetov,Coordinator,timur.akhmetov232@yandex.kz,+7 (784) 776-84-78,2022-05-16,424381
346,8,Aslan,Serikbayev,Assistant,aslan.serikbayev542@gmail.com,+7 (778) 209-46-51,2023-12-24,170130
347,2,Kairat,Zhumabekov,Field Worker,kairat.zhumabekov175@yahoo.com,+7 (790) 530-54-44,2015-07-20,218373
348,5,Kairat,Abdirov,Assistant,kairat.abdirov356@outlook.com,+7 (767) 310-13-22,2022-09-24,308888
349,15,Daniyar,Mambetalin,Assistant,daniyar.mambetalin537@yahoo.com,+7 (748) 760-76-67,2016-02-25,309206
350,8,Bolat,Nurgaliyev,Manager,bolat.nurgaliyev385@gmail.com,+7 (746) 699-38-28,2024-02-25,445528
351,20,Bolat,Abdirov,Field Worker,bolat.abdirov906@outlook.com,+7 (791) 600-51-44,2021-04-21,254080
352,16,Bolat,Tolegenov,Coordinator,bolat.tolegenov855@yandex.kz,+7 (711) 214-20-83,2010-08-08,343588
353,15,Gaukhar,Aliyev,Assistant,gaukhar.aliyev325@yandex.kz,+7 (758) 378-91-12,2011-03-24,286034
354,11,Tamara,Zhumabekov,Coordinator,tamara.zhumabekov784@mail.ru,+7 (781) 721-99-77,2020-07-27,266502
355,15,Ulan,Yermekbayev,Field Worker,ulan.yermekbayev249@mail.ru,+7 (775) 325-33-61,2018-05-01,401815
356,6,Bakhyt,Ismailov,Coordinator,bakhyt.ismailov140@mail.ru,+7 (763) 708-75-64,2024-03-07,247154
357,9,Bolat,Esenov,Manager,bolat.esenov825@yahoo.com,+7 (710) 319-45-22,2012-05-05,321866
358,5,Venera,Suleimenov,Accountant,venera.suleimenov715@gmail.com,+7 (798) 606-24-98,2022-04-16,382589
359,13,Venera,Serikbayev,Accountant,venera.serikbayev96@outlook.com,+7 (722) 837-40-55,2021-11-11,575407
360,18,Zhanna,Baimukhanov,Manager,zhanna.baimukhanov983@outlook.com,+7 (796) 370-94-84,2016-10-23,517701
361,14,Madina,Rakhimov,Accountant,madina.rakhimov433@outlook.com,+7 (760) 660-17-22,2023-06-09,469681
362,14,Laura,Esenov,Manager,laura.esenov635@yandex.kz,+7 (776) 102-89-10,2020-10-13,172484
363,3,Venera,Baimukhanov,Accountant,venera.baimukhanov500@mail.ru,+7 (761) 549-95-95,2020-03-08,231870
364,1,Aidana,Ospanov,Coordinator,aidana.ospanov853@mail.ru,+7 (755) 830-41-58,2024-04-14,311381
365,18,Dana,Tolegenov,Coordinator,dana.tolegenov144@yandex.kz,+7 (741) 126-94-72,2024-12-25,391906
366,7,Alibek,Esenov,Accountant,alibek.esenov27@yandex.kz,+7 (785) 579-67-90,2011-03-07,225950
367,11,Marat,Suleimenov,Coordinator,marat.suleimenov370@yahoo.com,+7 (742) 924-62-15,2011-04-17,225230
368,3,Dias,Ismailov,Coordinator,dias.ismailov196@yandex.kz,+7 (736) 523-34-96,2017-01-08,510015
369,11,Dias,Bekbolat,Accountant,dias.bekbolat535@yandex.kz,+7 (710) 225-96-34,2019-12-23,297163
370,2,Aliya,Yermekbayev,Manager,aliya.yermekbayev346@mail.ru,+7 (731) 881-50-68,2020-08-15,558535
371,2,Zarina,Zhumabekov,Coordinator,zarina.zhumabekov705@outlook.com,+7 (772) 277-16-14,2010-03-23,569917
372,6,Oksana,Ismailov,Assistant,oksana.ismailov692@yahoo.com,+7 (728) 836-92-21,2018-08-28,359405
373,10,Aidar,Ospanov,Coordinator,aidar.ospanov813@yandex.kz,+7 (711) 889-31-29,2012-01-04,514593
374,20,Marat,Omarov,Coordinator,marat.omarov766@outlook.com,+7 (747) 443-30-64,2011-05-01,232329
375,7,Daniyar,Akhmetov,Assistant,daniyar.akhmetov459@yandex.kz,+7 (712) 500-58-13,2018-07-21,564747
376,8,Bibigul,Magzumov,Assistant,bibigul.magzumov791@yandex.kz,+7 (786) 977-19-71,2016-10-07,243711
377,20,Kairat,Mambetalin,Coordinator,kairat.mambetalin990@mail.ru,+7 (730) 870-33-21,2016-02-24,365879
378,14,Ruslan,Bekbolat,Field Worker,ruslan.bekbolat733@outlook.com,+7 (793) 610-96-76,2022-05-28,435458
379,12,Timur,Akhmetov,Field Worker,timur.akhmetov10@yandex.kz,+7 (727) 986-42-41,2011-06-09,539963
380,15,Zhanna,Ospanov,Manager,zhanna.ospanov964@yahoo.com,+7 (792) 481-67-86,2019-09-21,320147
381,10,Zhanna,Kadyrov,Accountant,zhanna.kadyrov341@yahoo.com,+7 (750) 863-13-10,2010-01-14,312228
382,11,Dinara,Omarov,Manager,dinara.omarov575@mail.ru,+7 (763) 837-67-28,2018-10-21,323451
383,11,Arman,Abdirov,Assistant,arman.abdirov436@yandex.kz,+7 (775) 722-60-21,2012-01-05,219474
384,12,Aidana,Bekbolat,Accountant,aidana.bekbolat30@mail.ru,+7 (787) 400-69-64,2014-06-08,156501
385,11,Dias,Magzumov,Manager,dias.magzumov673@gmail.com,+7 (725) 907-37-93,2012-08-19,263209
386,3,Dinara,Magzumov,Coordinator,dinara.magzumov571@mail.ru,+7 (726) 958-73-47,2020-11-23,188515
387,17,Kamila,Aliyev,Field Worker,kamila.aliyev837@yahoo.com,+7 (734) 560-44-84,2016-10-04,388238
388,3,Baurzhan,Yermekbayev,Accountant,baurzhan.yermekbayev642@yahoo.com,+7 (737) 539-95-95,2010-12-14,329571
389,9,Zarina,Kadyrov,Coordinator,zarina.kadyrov912@mail.ru,+7 (771) 320-43-27,2012-07-07,300044
390,11,Zarina,Dauletov,Accountant,zarina.dauletov595@mail.ru,+7 (744) 573-11-40,2023-08-01,478552
391,7,Bolat,Tolegenov,Assistant,bolat.tolegenov63@yandex.kz,+7 (751) 896-63-47,2016-08-01,330676
392,10,Zhanar,Esenov,Manager,zhanar.esenov652@yandex.kz,+7 (745) 796-22-23,2024-01-11,314565
393,8,Kuanysh,Aliyev,Coordinator,kuanysh.aliyev843@yandex.kz,+7 (768) 672-99-39,2016-05-05,411285
394,4,Zarina,Ospanov,Assistant,zarina.ospanov138@outlook.com,+7 (766) 222-29-89,2020-08-03,246846
395,4,Ulan,Akhmetov,Coordinator,ulan.akhmetov669@yandex.kz,+7 (767) 961-29-96,2018-12-03,355711
396,7,Ulan,Esenov,Field Worker,ulan.esenov307@yahoo.com,+7 (743) 119-79-95,2012-07-06,549333
397,19,Nazira,Tolegenov,Manager,nazira.tolegenov523@outlook.com,+7 (743) 658-41-50,2014-08-09,523079
398,18,Serik,Zhumabekov,Manager,serik.zhumabekov991@gmail.com,+7 (765) 775-42-67,2021-07-15,486027
399,17,Marlen,Tolegenov,Field Worker,marlen.tolegenov463@yandex.kz,+7 (780) 887-15-60,2011-02-16,408617
400,5,Aliya,Baimukhanov,Assistant,aliya.baimukhanov154@yandex.kz,+7 (798) 333-87-28,2019-08-04,473833
