volunteer_id,first_name,last_name,phone,email,skills,availability,registration_date
785,Nurlan,Baimukhanov,+7 (735) 334-73-95,nurlan.baimukhanov176@outlook.com,Logistics,Flexible,2019-08-18
786,Oksana,Tolegenov,+7 (736) 788-77-86,oksana.tolegenov1480@mail.ru,Fundraising,Flexible,2015-12-14
787,Nurlan,Esenov,+7 (741) 594-28-99,nurlan.esenov3268@mail.ru,Fundraising,Weekdays,2021-11-28
788,Nazira,Nurpeisov,+7 (755) 351-51-62,nazira.nurpeisov9843@yandex.kz,Communication,Flexible,2024-02-10
789,Rauan,Tolegenov,+7 (780) 215-29-62,rauan.tolegenov3064@outlook.com,Medical Aid,Weekdays,2019-08-22
790,Ruslan,Ismailov,+7 (784) 864-64-59,ruslan.ismailov3203@yahoo.com,Teaching,Flexible,2019-12-06
791,Kairat,Zhakenov,+7 (744) 847-49-58,kairat.zhakenov7235@gmail.com,Communication,Flexible,2020-11-03
792,Aigul,Dzhakishev,+7 (738) 654-17-38,aigul.dzhakishev1786@outlook.com,Teaching,Flexible,2015-07-06
793,Bolat,Ospanov,+7 (718) 384-71-84,bolat.ospanov3968@mail.ru,Medical Aid,Weekdays,2016-05-01
794,Marat,Abdirov,+7 (764) 559-25-48,marat.abdirov4769@yahoo.com,Communication,Weekends,2018-05-11
795,Nurlan,Aliyev,+7 (788) 570-60-90,nurlan.aliyev6456@yahoo.com,Medical Aid,Weekends,2016-12-04
796,Askar,Esenov,+7 (770) 541-42-19,askar.esenov4840@mail.ru,Fundraising,Weekends,2022-11-01
797,Yerbol,Akhmetov,+7 (758) 305-76-63,yerbol.akhmetov1024@gmail.com,Medical Aid,Weekends,2024-09-22
798,Aidana,Kairatov,+7 (710) 337-39-81,aidana.kairatov6796@yahoo.com,Fundraising,Flexible,2015-11-02
799,Tamara,Rakhimov,+7 (728) 741-42-76,tamara.rakhimov7579@gmail.com,Logistics,Flexible,2016-04-04
800,Asel,Yermekbayev,+7 (797) 907-46-35,asel.yermekbayev7791@gmail.com,Medical Aid,Weekdays,2024-06-25
801,Arman,Aliyev,+7 (711) 170-33-44,arman.aliyev8761@yahoo.com,Community Support,Flexible,2017-09-18
802,Saule,Mambetalin,+7 (730) 759-45-81,saule.mambetalin1979@yahoo.com,Fundraising,Weekdays,2015-11-16
803,Medet,Tuleshov,+7 (788) 865-22-62,medet.tuleshov6381@yahoo.com,Fundraising,Weekends,2020-07-26
804,Saule,Ismailov,+7 (796) 836-22-55,saule.ismailov4557@outlook.com,Communication,Weekends,2016-02-14
805,Oksana,Esenov,+7 (787) 896-29-58,oksana.esenov5086@mail.ru,Teaching,Weekdays,2018-05-08
806,Baurzhan,Nurgaliyev,+7 (746) 779-21-73,baurzhan.nurgaliyev2935@yahoo.com,Medical Aid,Weekdays,2017-03-02
807,Bakhyt,Tuleshov,+7 (743) 620-69-16,bakhyt.tuleshov9325@yahoo.com,Fundraising,Weekdays,2015-12-05
808,Gulnara,Kairatov,+7 (782) 376-98-13,gulnara.kairatov5409@yahoo.com,Logistics,Weekends,2021-01-27
809,Laura,Serikbayev,+7 (796) 900-95-89,laura.serikbayev2237@outlook.com,Community Support,Weekdays,2016-06-19
810,Venera,Suleimenov,+7 (748) 277-60-99,venera.suleimenov6323@yandex.kz,Communication,Weekends,2021-07-06
811,Laura,Ospanov,+7 (788) 310-71-18,laura.ospanov7953@mail.ru,Logistics,Weekends,2023-08-21
812,Oksana,Nurpeisov,+7 (763) 727-47-10,oksana.nurpeisov3440@outlook.com,Community Support,Flexible,2018-05-21
813,Gulnara,Magzumov,+7 (786) 623-62-72,gulnara.magzumov3823@yandex.kz,Community Support,Flexible,2022-05-19
814,Yerlan,Zhumabekov,+7 (761) 679-35-24,yerlan.zhumabekov1293@yandex.kz,Teaching,Flexible,2019-12-03
815,Zhanar,Omarov,+7 (731) 430-56-53,zhanar.omarov6863@yandex.kz,Community Support,Weekends,2021-04-26
816,Farida,Tuleshov,+7 (727) 353-80-33,farida.tuleshov5503@yandex.kz,Logistics,Flexible,2021-06-02
817,Kairat,Abdirov,+7 (767) 922-64-22,kairat.abdirov5017@gmail.com,Teaching,Weekends,2018-06-17
818,Kuanysh,Esenov,+7 (715) 313-29-93,kuanysh.esenov534@gmail.com,Community Support,Flexible,2016-09-04
819,Bolat,Dauletov,+7 (726) 359-65-51,bolat.dauletov4194@yahoo.com,Logistics,Weekdays,2016-12-08
820,Aidana,Tolegenov,+7 (765) 585-92-66,aidana.tolegenov7761@mail.ru,Teaching,Flexible,2015-09-28
821,Gaukhar,Serikbayev,+7 (753) 454-88-16,gaukhar.serikbayev4389@yandex.kz,Teaching,Weekends,2020-07-26
822,Ruslan,Kadyrov,+7 (712) 874-42-29,ruslan.kadyrov5273@mail.ru,Communication,Weekdays,2021-05-16
823,Dana,Abdirov,+7 (762) 716-36-39,dana.abdirov4160@outlook.com,Community Support,Weekdays,2016-07-09
824,Erlan,Yermekbayev,+7 (732) 197-68-75,erlan.yermekbayev9537@outlook.com,Community Support,Weekends,2024-12-24
825,Saltanat,Zhakenov,+7 (795) 721-17-82,saltanat.zhakenov7568@mail.ru,Communication,Weekdays,2020-07-06
826,Zhanar,Nurpeisov,+7 (786) 154-23-23,zhanar.nurpeisov8396@gmail.com,Communication,Weekdays,2024-09-04
827,Ulan,Serikbayev,+7 (788) 358-86-54,ulan.serikbayev263@yahoo.com,Logistics,Weekends,2021-08-09
828,Arman,Dauletov,+7 (736) 563-55-65,arman.dauletov2354@yandex.kz,Community Support,Weekdays,2022-09-04
829,Aigul,Dauletov,+7 (772) 444-15-28,aigul.dauletov4432@yandex.kz,Teaching,Flexible,2023-07-04
830,Togzhan,Suleimenov,+7 (766) 285-47-22,togzhan.suleimenov3978@outlook.com,Medical Aid,Flexible,2016-04-09
831,Askar,Ismailov,+7 (747) 888-57-10,askar.ismailov2305@mail.ru,Community Support,Weekends,2020-11-22
832,Serik,Yermekbayev,+7 (765) 388-88-60,serik.yermekbayev5739@yandex.kz,Communication,Weekends,2023-06-06
833,Ruslan,Ospanov,+7 (786) 335-63-15,ruslan.ospanov7468@mail.ru,Communication,Flexible,2024-07-16
834,Venera,Suleimenov,+7 (771) 172-43-23,venera.suleimenov4931@mail.ru,Teaching,Weekdays,2022-11-21
835,Ulan,Kairatov,+7 (713) 671-74-88,ulan.kairatov9200@outlook.com,Logistics,Flexible,2022-01-12
836,Aidar,Ismailov,+7 (710) 317-31-91,aidar.ismailov7769@yahoo.com,Medical Aid,Flexible,2015-12-18
837,Medet,Tolegenov,+7 (737) 142-71-21,medet.tolegenov8099@outlook.com,Medical Aid,Weekdays,2019-02-11
838,Bolat,Rakhimov,+7 (784) 860-38-33,bolat.rakhimov8616@gmail.com,Communication,Flexible,2022-02-05
839,Yerbol,Tolegenov,+7 (738) 189-54-45,yerbol.tolegenov1435@outlook.com,Fundraising,Weekends,2022-06-07
840,Elmira,Bekbolat,+7 (721) 530-97-62,elmira.bekbolat4440@yandex.kz,Fundraising,Flexible,2021-09-17
841,Kuanysh,Rakhimov,+7 (792) 722-15-31,kuanysh.rakhimov3791@yandex.kz,Medical Aid,Weekdays,2015-01-26
842,Nazira,Tolegenov,+7 (737) 500-57-95,nazira.tolegenov73@gmail.com,Teaching,Flexible,2022-01-02
843,Dana,Magzumov,+7 (756) 549-63-31,dana.magzumov8408@outlook.com,Logistics,Flexible,2022-08-16
844,Zhanar,Tolegenov,+7 (722) 990-69-63,zhanar.tolegenov2804@outlook.com,Logistics,Weekends,2019-08-10
845,Marlen,Tolegenov,+7 (717) 126-19-25,marlen.tolegenov2061@gmail.com,Logistics,Flexible,2018-09-18
846,Aslan,Dauletov,+7 (744) 365-69-83,aslan.dauletov935@yandex.kz,Fundraising,Weekdays,2017-06-10
847,Aslan,Ospanov,+7 (715) 811-90-27,aslan.ospanov8889@gmail.com,Community Support,Weekdays,2017-09-09
848,Marat,Esenov,+7 (723) 185-17-79,marat.esenov1458@yahoo.com,Communication,Flexible,2023-12-09
849,Saule,Serikbayev,+7 (715) 297-61-40,saule.serikbayev1378@outlook.com,Fundraising,Weekdays,2017-10-25
850,Baurzhan,Suleimenov,+7 (772) 619-61-47,baurzhan.suleimenov8178@yahoo.com,Medical Aid,Flexible,2015-04-15
851,Saule,Ismailov,+7 (752) 623-17-34,saule.ismailov7141@gmail.com,Teaching,Weekends,2018-11-28
852,Askar,Nurgaliyev,+7 (718) 720-67-47,askar.nurgaliyev8616@gmail.com,Logistics,Weekdays,2022-12-02
853,Saule,Dzhakishev,+7 (748) 879-51-96,saule.dzhakishev7502@yahoo.com,Teaching,Weekdays,2022-08-11
854,Aidana,Magzumov,+7 (777) 629-87-88,aidana.magzumov5804@outlook.com,Community Support,Flexible,2021-03-27
855,Ruslan,Dzhakishev,+7 (755) 470-26-63,ruslan.dzhakishev3651@outlook.com,Logistics,Weekends,2021-11-12
856,Farida,Tolegenov,+7 (737) 800-81-68,farida.tolegenov3027@mail.ru,Logistics,Flexible,2024-08-11
857,Bakhyt,Serikbayev,+7 (767) 367-79-91,bakhyt.serikbayev2057@yahoo.com,Community Support,Flexible,2016-03-16
858,Timur,Nurpeisov,+7 (712) 633-56-12,timur.nurpeisov1441@outlook.com,Teaching,Weekdays,2015-05-17
859,Askar,Abdirov,+7 (768) 443-31-76,askar.abdirov2296@yandex.kz,Communication,Flexible,2016-12-17
860,Oksana,Mambetalin,+7 (798) 796-74-55,oksana.mambetalin6425@gmail.com,Community Support,Weekdays,2022-04-11
861,Aigul,Kadyrov,+7 (770) 493-29-27,aigul.kadyrov1424@yandex.kz,Medical Aid,Flexible,2017-09-13
862,Aslan,Suleimenov,+7 (774) 357-40-99,aslan.suleimenov8377@outlook.com,Community Support,Weekdays,2021-10-21
863,Kanat,Magzumov,+7 (756) 648-72-65,kanat.magzumov3003@gmail.com,Logistics,Flexible,2022-02-26
864,Laura,Serikbayev,+7 (774) 386-98-22,laura.serikbayev3662@yahoo.com,Community Support,Weekdays,2020-12-24
865,Timur,Tolegenov,+7 (763) 126-12-43,timur.tolegenov3150@yahoo.com,Medical Aid,Weekends,2021-10-22
866,Dana,Ismailov,+7 (750) 981-19-49,dana.ismailov6714@mail.ru,Medical Aid,Flexible,2020-02-04
867,Kairat,Omarov,+7 (756) 323-58-27,kairat.omarov5243@gmail.com,Fundraising,Weekends,2021-12-23
868,Ruslan,Mambetalin,+7 (798) 493-72-44,ruslan.mambetalin1245@gmail.com,Medical Aid,Flexible,2020-11-26
869,Aslan,Mambetalin,+7 (743) 910-65-61,aslan.mambetalin6515@mail.ru,Fundraising,Weekends,2015-08-19
870,Kamila,Kadyrov,+7 (773) 248-15-81,kamila.kadyrov863@mail.ru,Fundraising,Flexible,2017-09-09
871,Kanat,Serikbayev,+7 (744) 806-27-91,kanat.serikbayev9087@yahoo.com,Medical Aid,Weekdays,2024-12-22
872,Kamila,Dauletov,+7 (768) 353-81-62,kamila.dauletov8035@outlook.com,Fundraising,Weekends,2020-12-20
873,Arman,Zhumabekov,+7 (742) 537-63-42,arman.zhumabekov8645@yandex.kz,Communication,Weekends,2023-02-16
874,Erlan,Dauletov,+7 (758) 232-48-82,erlan.dauletov1555@yahoo.com,Teaching,Flexible,2018-12-17
875,Venera,Omarov,+7 (775) 485-98-58,venera.omarov9601@mail.ru,Communication,Weekdays,2019-12-24
876,Yerlan,Magzumov,+7 (755) 959-20-42,yerlan.magzumov2252@gmail.com,Medical Aid,Weekends,2015-06-16
877,Marlen,Ospanov,+7 (796) 466-30-55,marlen.ospanov4340@mail.ru,Community Support,Weekdays,2017-03-18
878,Nurlan,Tolegenov,+7 (778) 391-91-30,nurlan.tolegenov9450@outlook.com,Logistics,Flexible,2015-11-20
879,Erlan,Dzhakishev,+7 (796) 982-44-49,erlan.dzhakishev1827@mail.ru,Communication,Weekdays,2019-01-13
880,Madina,Akhmetov,+7 (753) 801-62-86,madina.akhmetov4758@mail.ru,Logistics,Flexible,2019-03-24
881,Oksana,Omarov,+7 (782) 330-44-68,oksana.omarov5069@yandex.kz,Teaching,Flexible,2021-11-03
882,Elmira,Nurpeisov,+7 (793) 700-58-12,elmira.nurpeisov880@yahoo.com,Fundraising,Weekdays,2020-05-01
883,Madina,Kairatov,+7 (796) 915-40-20,madina.kairatov3538@mail.ru,Logistics,Weekends,2024-05-28
884,Zhanna,Baimukhanov,+7 (741) 264-70-13,zhanna.baimukhanov8249@mail.ru,Logistics,Weekends,2020-07-27
885,Baurzhan,Ospanov,+7 (761) 653-59-32,baurzhan.ospanov874@yahoo.com,Fundraising,Flexible,2017-07-11
886,Gulnara,Ismailov,+7 (772) 912-83-61,gulnara.ismailov5757@outlook.com,Medical Aid,Flexible,2022-12-04
887,Tamara,Abdirov,+7 (764) 926-24-49,tamara.abdirov5957@yandex.kz,Community Support,Weekdays,2022-12-25
888,Zhanna,Tuleshov,+7 (746) 548-29-41,zhanna.tuleshov7653@yahoo.com,Fundraising,Flexible,2021-11-12
889,Madina,Ismailov,+7 (710) 384-56-61,madina.ismailov9525@yandex.kz,Community Support,Weekdays,2023-06-19
890,Kanat,Dauletov,+7 (727) 429-74-21,kanat.dauletov8253@yahoo.com,Medical Aid,Weekdays,2024-09-20
891,Arman,Ismailov,+7 (760) 306-86-14,arman.ismailov2746@yandex.kz,Logistics,Weekends,2018-09-18
892,Aslan,Zhumabekov,+7 (771) 953-10-38,aslan.zhumabekov1791@yahoo.com,Teaching,Flexible,2018-10-01
893,Marlen,Tuleshov,+7 (771) 875-86-31,marlen.tuleshov542@mail.ru,Community Support,Weekdays,2024-04-15
894,Kanat,Dauletov,+7 (795) 452-43-87,kanat.dauletov1896@yandex.kz,Community Support,Flexible,2020-05-10
895,Bolat,Kairatov,+7 (727) 543-76-83,bolat.kairatov579@gmail.com,Fundraising,Weekdays,2023-02-09
896,Kanat,Baimukhanov,+7 (722) 895-10-76,kanat.baimukhanov599@yandex.kz,Communication,Weekends,2019-12-12
897,Sultan,Bekbolat,+7 (754) 726-38-89,sultan.bekbolat8051@yandex.kz,Communication,Flexible,2021-11-07
898,Kanat,Akhmetov,+7 (713) 632-21-86,kanat.akhmetov7600@yandex.kz,Community Support,Flexible,2015-12-22
899,Venera,Ismailov,+7 (714) 471-16-51,venera.ismailov5195@yahoo.com,Community Support,Weekends,2020-07-13
900,Oksana,Omarov,+7 (788) 264-71-73,oksana.omarov8193@outlook.com,Communication,Flexible,2019-02-21
901,Zarina,Omarov,+7 (742) 369-37-83,zarina.omarov9516@yahoo.com,Logistics,Weekdays,2019-12-08
902,Gaukhar,Mambetalin,+7 (773) 193-15-85,gaukhar.mambetalin9637@outlook.com,Medical Aid,Weekends,2021-08-26
903,Madina,Ismailov,+7 (735) 206-23-67,madina.ismailov6243@outlook.com,Teaching,Weekends,2016-04-22
904,Yerbol,Ismailov,+7 (756) 141-30-11,yerbol.ismailov1634@yahoo.com,Fundraising,Flexible,2021-02-01
905,Askar,Tuleshov,+7 (723) 988-34-46,askar.tuleshov526@gmail.com,Fundraising,Weekends,2016-04-20
906,Erlan,Esenov,+7 (773) 450-73-26,erlan.esenov8180@yahoo.com,Fundraising,Flexible,2020-02-15
907,Venera,Magzumov,+7 (797) 838-84-29,venera.magzumov393@yahoo.com,Communication,Weekends,2024-07-23
908,Togzhan,Omarov,+7 (790) 928-92-60,togzhan.omarov3719@gmail.com,Communication,Flexible,2020-10-23
909,Kamila,Omarov,+7 (734) 618-87-45,kamila.omarov1070@yahoo.com,Communication,Weekends,2020-08-14
910,Zhanar,Ospanov,+7 (778) 124-15-47,zhanar.ospanov3894@outlook.com,Community Support,Weekdays,2016-04-08
911,Marlen,Kairatov,+7 (757) 218-71-79,marlen.kairatov767@outlook.com,Communication,Weekends,2022-04-02
912,Daniyar,Tolegenov,+7 (794) 694-66-94,daniyar.tolegenov8921@yahoo.com,Fundraising,Weekdays,2017-07-06
913,Sultan,Tuleshov,+7 (782) 133-86-85,sultan.tuleshov1648@yandex.kz,Fundraising,Weekends,2019-09-13
914,Bibigul,Kairatov,+7 (776) 401-20-79,bibigul.kairatov5051@gmail.com,Medical Aid,Weekends,2024-01-16
915,Kanat,Serikbayev,+7 (755) 634-23-71,kanat.serikbayev3774@yahoo.com,Logistics,Weekdays,2023-12-26
916,Ruslan,Yermekbayev,+7 (778) 623-21-99,ruslan.yermekbayev2710@yahoo.com,Teaching,Flexible,2015-03-16
917,Kanat,Esenov,+7 (756) 932-41-13,kanat.esenov9551@mail.ru,Logistics,Flexible,2023-04-18
918,Rauan,Zhumabekov,+7 (733) 220-38-73,rauan.zhumabekov2115@yahoo.com,Logistics,Flexible,2017-11-11
919,Marat,Akhmetov,+7 (750) 626-91-51,marat.akhmetov3383@mail.ru,Communication,Weekends,2017-11-17
920,Oksana,Kairatov,+7 (772) 572-66-86,oksana.kairatov6274@yahoo.com,Community Support,Weekdays,2016-04-02
921,Dias,Suleimenov,+7 (777) 143-59-72,dias.suleimenov7436@yandex.kz,Community Support,Weekdays,2019-09-28
922,Laura,Kadyrov,+7 (793) 288-93-42,laura.kadyrov4935@yandex.kz,Community Support,Weekdays,2015-05-24
923,Ulan,Magzumov,+7 (795) 296-92-84,ulan.magzumov1378@gmail.com,Fundraising,Flexible,2024-01-13
924,Aliya,Nurpeisov,+7 (731) 941-17-30,aliya.nurpeisov9948@yahoo.com,Community Support,Weekdays,2022-12-19
925,Tamara,Zhakenov,+7 (766) 988-79-40,tamara.zhakenov2416@yandex.kz,Community Support,Weekdays,2023-03-19
926,Tamara,Rakhimov,+7 (720) 295-31-58,tamara.rakhimov9173@gmail.com,Fundraising,Weekends,2020-10-14
927,Elmira,Baimukhanov,+7 (717) 767-39-46,elmira.baimukhanov1300@yahoo.com,Communication,Flexible,2018-12-20
928,Zarina,Aliyev,+7 (740) 427-61-16,zarina.aliyev2524@gmail.com,Logistics,Weekdays,2015-02-09
929,Farida,Magzumov,+7 (787) 984-59-64,farida.magzumov1882@yahoo.com,Teaching,Weekdays,2024-12-14
930,Yerlan,Abdirov,+7 (798) 105-56-58,yerlan.abdirov5871@yahoo.com,Teaching,Weekends,2022-05-21
931,Tamara,Mambetalin,+7 (733) 212-90-46,tamara.mambetalin2719@gmail.com,Medical Aid,Weekdays,2024-04-08
932,Nurlan,Nurgaliyev,+7 (761) 966-93-59,nurlan.nurgaliyev71@yahoo.com,Teaching,Weekdays,2019-10-18
933,Madina,Tuleshov,+7 (778) 980-97-11,madina.tuleshov3709@gmail.com,Communication,Weekends,2017-10-14
934,Askar,Suleimenov,+7 (792) 415-57-35,askar.suleimenov7692@yahoo.com,Logistics,Flexible,2015-11-03
935,Nazira,Tolegenov,+7 (795) 124-77-69,nazira.tolegenov843@yandex.kz,Fundraising,Weekends,2022-03-26
936,Kairat,Nurpeisov,+7 (712) 122-59-47,kairat.nurpeisov4436@yahoo.com,Fundraising,Weekends,2019-09-18
937,Aidana,Esenov,+7 (734) 806-98-73,aidana.esenov833@outlook.com,Teaching,Flexible,2023-05-03
938,Nazira,Kadyrov,+7 (741) 567-69-51,nazira.kadyrov222@yandex.kz,Communication,Flexible,2016-11-24
939,Marat,Bekbolat,+7 (797) 919-62-59,marat.bekbolat7461@yandex.kz,Communication,Weekdays,2018-04-12
940,Dias,Nurpeisov,+7 (782) 276-45-95,dias.nurpeisov2338@outlook.com,Medical Aid,Flexible,2024-08-18
941,Bakhyt,Dauletov,+7 (723) 967-44-25,bakhyt.dauletov8769@gmail.com,Communication,Weekends,2018-10-14
942,Serik,Serikbayev,+7 (775) 342-15-94,serik.serikbayev2767@yandex.kz,Fundraising,Weekdays,2015-02-05
943,Kanat,Nurgaliyev,+7 (753) 299-29-71,kanat.nurgaliyev3778@yandex.kz,Fundraising,Weekdays,2017-02-19
944,Aslan,Zhakenov,+7 (766) 103-84-87,aslan.zhakenov3346@yandex.kz,Community Support,Flexible,2022-01-13
945,Rauan,Dauletov,+7 (741) 275-60-83,rauan.dauletov8858@yandex.kz,Medical Aid,Weekdays,2015-04-09
946,Togzhan,Zhumabekov,+7 (745) 380-85-60,togzhan.zhumabekov2075@yandex.kz,Community Support,Weekends,2024-11-13
947,Venera,Tolegenov,+7 (732) 192-74-76,venera.tolegenov2050@gmail.com,Teaching,Flexible,2020-01-06
948,Rauan,Abdirov,+7 (763) 215-24-54,rauan.abdirov726@outlook.com,Medical Aid,Weekends,2021-09-23
949,Venera,Zhumabekov,+7 (744) 318-15-46,venera.zhumabekov4084@yandex.kz,Medical Aid,Weekdays,2018-05-08
950,Dinara,Zhakenov,+7 (751) 789-65-37,dinara.zhakenov5160@mail.ru,Community Support,Flexible,2017-03-09
951,Dias,Nurpeisov,+7 (796) 279-41-54,dias.nurpeisov1031@mail.ru,Medical Aid,Flexible,2022-08-02
952,Marat,Omarov,+7 (723) 443-75-57,marat.omarov7349@outlook.com,Logistics,Flexible,2022-02-23
953,Sultan,Abdirov,+7 (720) 532-77-33,sultan.abdirov3521@yahoo.com,Logistics,Weekdays,2020-10-22
954,Asel,Nurgaliyev,+7 (755) 228-67-82,asel.nurgaliyev1193@yahoo.com,Teaching,Weekends,2018-09-10
955,Venera,Dauletov,+7 (755) 363-20-12,venera.dauletov3700@mail.ru,Medical Aid,Weekdays,2023-11-09
956,Bakhyt,Nurpeisov,+7 (710) 222-83-87,bakhyt.nurpeisov9599@yandex.kz,Teaching,Flexible,2022-05-23
957,Togzhan,Nurpeisov,+7 (742) 376-74-88,togzhan.nurpeisov1605@mail.ru,Communication,Flexible,2023-11-18
958,Farida,Nurpeisov,+7 (747) 649-13-20,farida.nurpeisov5272@yandex.kz,Communication,Weekdays,2019-03-23
959,Gulnara,Aliyev,+7 (717) 592-30-77,gulnara.aliyev9684@yandex.kz,Logistics,Weekdays,2017-04-26
960,Kairat,Aliyev,+7 (793) 341-26-33,kairat.aliyev9159@mail.ru,Teaching,Weekdays,2024-04-12
961,Aidana,Mambetalin,+7 (732) 256-39-13,aidana.mambetalin8561@yandex.kz,Medical Aid,Weekdays,2018-08-25
962,Daniyar,Baimukhanov,+7 (730) 167-48-89,daniyar.baimukhanov5942@yahoo.com,Medical Aid,Flexible,2015-05-21
963,Farida,Nurpeisov,+7 (732) 744-67-37,farida.nurpeisov6178@outlook.com,Teaching,Weekdays,2022-03-11
964,Kuanysh,Dzhakishev,+7 (768) 556-21-72,kuanysh.dzhakishev1320@mail.ru,Communication,Weekdays,2015-10-08
965,Bibigul,Omarov,+7 (741) 683-97-87,bibigul.omarov9079@mail.ru,Teaching,Flexible,2018-03-19
966,Rauan,Akhmetov,+7 (741) 665-98-19,rauan.akhmetov1416@outlook.com,Medical Aid,Weekdays,2017-02-20
967,Aliya,Ospanov,+7 (775) 222-61-41,aliya.ospanov5662@yandex.kz,Medical Aid,Flexible,2023-01-13
968,Aidana,Magzumov,+7 (790) 744-69-46,aidana.magzumov9688@yandex.kz,Communication,Weekdays,2016-06-01
969,Dana,Kairatov,+7 (716) 874-66-69,dana.kairatov102@yandex.kz,Medical Aid,Flexible,2017-04-24
970,Yerbol,Aliyev,+7 (757) 730-99-14,yerbol.aliyev1301@gmail.com,Logistics,Weekdays,2018-10-10
971,Dinara,Zhakenov,+7 (717) 430-13-62,dinara.zhakenov3502@yandex.kz,Community Support,Flexible,2024-04-12
972,Aliya,Abdirov,+7 (793) 773-99-97,aliya.abdirov5524@yandex.kz,Fundraising,Flexible,2023-12-12
973,Kamila,Dzhakishev,+7 (755) 715-24-16,kamila.dzhakishev8427@gmail.com,Communication,Flexible,2022-12-10
974,Farida,Nurpeisov,+7 (716) 879-17-25,farida.nurpeisov3786@yahoo.com,Community Support,Weekdays,2017-04-01
975,Dias,Abdirov,+7 (714) 611-67-43,dias.abdirov1815@yahoo.com,Logistics,Weekdays,2020-08-25
976,Dana,Magzumov,+7 (721) 719-83-40,dana.magzumov2762@mail.ru,Fundraising,Weekdays,2023-03-17
977,Serik,Dauletov,+7 (726) 793-84-41,serik.dauletov6194@gmail.com,Fundraising,Weekends,2015-02-18
978,Oksana,Tuleshov,+7 (732) 585-32-74,oksana.tuleshov717@mail.ru,Fundraising,Weekends,2021-11-22
979,Farida,Rakhimov,+7 (767) 692-56-35,farida.rakhimov8071@mail.ru,Community Support,Flexible,2018-05-24
980,Marat,Yermekbayev,+7 (765) 693-36-31,marat.yermekbayev6374@outlook.com,Community Support,Weekends,2021-02-04
981,Rauan,Akhmetov,+7 (744) 647-18-62,rauan.akhmetov9158@outlook.com,Teaching,Flexible,2016-07-17
982,Aslan,Zhumabekov,+7 (728) 258-88-32,aslan.zhumabekov2245@mail.ru,Communication,Weekdays,2016-08-18
983,Baurzhan,Zhumabekov,+7 (735) 679-64-72,baurzhan.zhumabekov3769@yandex.kz,Medical Aid,Flexible,2016-01-18
984,Alibek,Serikbayev,+7 (751) 217-61-99,alibek.serikbayev82@yahoo.com,Community Support,Weekends,2015-09-25
985,Tamara,Tuleshov,+7 (753) 838-38-22,tamara.tuleshov2396@outlook.com,Medical Aid,Weekdays,2019-07-19
986,Aidana,Ospanov,+7 (736) 202-33-21,aidana.ospanov56@yandex.kz,Medical Aid,Flexible,2018-04-03
987,Ruslan,Mambetalin,+7 (722) 513-10-41,ruslan.mambetalin7191@gmail.com,Community Support,Weekdays,2024-03-07
988,Aslan,Magzumov,+7 (760) 674-74-98,aslan.magzumov8243@outlook.com,Teaching,Weekends,2021-03-18
989,Nazira,Serikbayev,+7 (770) 685-37-99,nazira.serikbayev5186@mail.ru,Logistics,Weekends,2016-02-03
990,Aslan,Tuleshov,+7 (761) 446-22-92,aslan.tuleshov1225@yandex.kz,Teaching,Weekdays,2019-06-26
991,Arman,Bekbolat,+7 (787) 736-92-99,arman.bekbolat7719@gmail.com,Medical Aid,Weekdays,2016-06-18
992,Farida,Nurgaliyev,+7 (717) 185-49-90,farida.nurgaliyev546@yandex.kz,Communication,Weekends,2019-03-26
993,Gulnara,Akhmetov,+7 (710) 110-42-66,gulnara.akhmetov956@gmail.com,Communication,Weekdays,2016-11-07
994,Rauan,Yermekbayev,+7 (731) 314-37-32,rauan.yermekbayev8778@mail.ru,Community Support,Weekends,2017-02-13
995,Gaukhar,Bekbolat,+7 (777) 729-24-93,gaukhar.bekbolat1929@yandex.kz,Medical Aid,Weekdays,2022-03-23
996,Asel,Tuleshov,+7 (781) 809-24-89,asel.tuleshov3067@mail.ru,Community Support,Weekends,2015-10-20
997,Rauan,Abdirov,+7 (755) 231-96-90,rauan.abdirov9117@gmail.com,Communication,Weekends,2017-07-05
998,Nurlan,Magzumov,+7 (745) 819-21-20,nurlan.magzumov415@yahoo.com,Teaching,Flexible,2018-10-21
999,Nurlan,Nurgaliyev,+7 (756) 794-14-80,nurlan.nurgaliyev4812@outlook.com,Fundraising,Weekdays,2017-12-25
1000,Yerbol,Mambetalin,+7 (758) 118-29-75,yerbol.mambetalin3140@yandex.kz,Teaching,Flexible,2020-09-02
1001,Ulan,Aliyev,+7 (717) 678-84-86,ulan.aliyev2534@yandex.kz,Communication,Flexible,2019-04-10
1002,Saule,Zhakenov,+7 (714) 873-47-73,saule.zhakenov6634@outlook.com,Community Support,Weekdays,2020-11-02
1003,Marlen,Tolegenov,+7 (746) 913-90-96,marlen.tolegenov2339@yahoo.com,Fundraising,Weekends,2022-12-11
1004,Bibigul,Abdirov,+7 (748) 774-97-57,bibigul.abdirov3440@yandex.kz,Logistics,Flexible,2023-03-04
1005,Yerbol,Rakhimov,+7 (730) 184-66-37,yerbol.rakhimov6665@yandex.kz,Communication,Weekdays,2015-06-27
1006,Zarina,Esenov,+7 (750) 877-75-16,zarina.esenov8756@yahoo.com,Teaching,Weekends,2022-01-27
1007,Arman,Zhakenov,+7 (727) 510-64-39,arman.zhakenov7237@outlook.com,Logistics,Weekdays,2020-07-01
